backend,median,minimum,maximum,generic,threads
cpu,4.86,4.86,4.86,1,6
cpu,4.26,4.26,4.26,0,6
cpu,4.89,4.89,4.89,1,6
cpu,4.21,4.21,4.21,0,6
cpu,4.69,4.69,4.69,1,6
cpu,4.29,4.29,4.29,0,6
cpu,4.77,4.77,4.77,1,6
cpu,4.28,4.28,4.28,0,6
cpu,4.78,4.78,4.78,1,6
cpu,4.24,4.24,4.24,0,6
cpu,4.95,4.95,4.95,1,6
cpu,4.20,4.20,4.20,0,6
cpu,4.80,4.80,4.80,1,6
cpu,4.35,4.35,4.35,0,6
cpu,4.85,4.85,4.85,1,6
cpu,4.37,4.37,4.37,0,6
cpu,4.73,4.73,4.73,1,6
cpu,4.29,4.29,4.29,0,6
cpu,4.79,4.79,4.79,1,6
cpu,4.34,4.34,4.34,0,6
cpu,4.68,4.68,4.68,1,6
cpu,4.26,4.26,4.26,0,6
cpu,4.78,4.78,4.78,1,6
cpu,4.39,4.39,4.39,0,6
cpu,4.88,4.88,4.88,1,6
cpu,4.23,4.23,4.23,0,6
cpu,4.98,4.98,4.98,1,6
cpu,4.33,4.33,4.33,0,6
cpu,4.73,4.73,4.73,1,6
cpu,4.29,4.29,4.29,0,6
cpu,5.01,5.01,5.01,1,6
cpu,4.26,4.26,4.26,0,6
cpu,4.95,4.95,4.95,1,6
cpu,4.23,4.23,4.23,0,6
cpu,4.82,4.82,4.82,1,6
cpu,4.30,4.30,4.30,0,6
cpu,4.90,4.90,4.90,1,6
cpu,4.33,4.33,4.33,0,6
cpu,5.39,5.39,5.39,1,6
cpu,4.37,4.37,4.37,0,6
cpu,4.94,4.94,4.94,1,6
cpu,4.38,4.38,4.38,0,6
cpu,4.67,4.67,4.67,1,6
cpu,4.27,4.27,4.27,0,6
cpu,5.00,5.00,5.00,1,6
cpu,4.26,4.26,4.26,0,6
cpu,4.76,4.76,4.76,1,6
cpu,4.27,4.27,4.27,0,6
cpu,4.77,4.77,4.77,1,6
cpu,4.30,4.30,4.30,0,6
cpu,5.04,5.04,5.04,1,6
cpu,4.33,4.33,4.33,0,6
cpu,4.85,4.85,4.85,1,6
cpu,4.24,4.24,4.24,0,6
cpu,4.89,4.89,4.89,1,6
cpu,4.33,4.33,4.33,0,6
cpu,4.87,4.87,4.87,1,6
cpu,4.27,4.27,4.27,0,6
cpu,4.77,4.77,4.77,1,6
cpu,4.30,4.30,4.30,0,6
cpu,4.69,4.69,4.69,1,6
cpu,4.26,4.26,4.26,0,6
cpu,4.66,4.66,4.66,1,6
cpu,4.26,4.26,4.26,0,6
cpu,5.01,5.01,5.01,1,6
cpu,4.28,4.28,4.28,0,6
cpu,4.67,4.67,4.67,1,6
cpu,4.26,4.26,4.26,0,6
cpu,4.76,4.76,4.76,1,6
cpu,4.27,4.27,4.27,0,6
cpu,4.77,4.77,4.77,1,6
cpu,4.23,4.23,4.23,0,6
cpu,4.74,4.74,4.74,1,6
cpu,4.29,4.29,4.29,0,6
cpu,4.92,4.92,4.92,1,6
cpu,4.19,4.19,4.19,0,6
cpu,4.93,4.93,4.93,1,6
cpu,4.23,4.23,4.23,0,6
cpu,4.87,4.87,4.87,1,6
cpu,4.27,4.27,4.27,0,6
cpu,5.00,5.00,5.00,1,6
cpu,4.22,4.22,4.22,0,6
cpu,4.76,4.76,4.76,1,6
cpu,4.26,4.26,4.26,0,6
cpu,4.79,4.79,4.79,1,6
cpu,4.24,4.24,4.24,0,6
cpu,4.94,4.94,4.94,1,6
cpu,4.32,4.32,4.32,0,6
cpu,4.76,4.76,4.76,1,6
cpu,4.26,4.26,4.26,0,6
cpu,4.78,4.78,4.78,1,6
cpu,4.29,4.29,4.29,0,6
cpu,4.94,4.94,4.94,1,6
cpu,4.35,4.35,4.35,0,6
cpu,4.85,4.85,4.85,1,6
cpu,4.31,4.31,4.31,0,6
cpu,4.82,4.82,4.82,1,6
cpu,4.34,4.34,4.34,0,6
cpu,4.83,4.83,4.83,1,6
cpu,4.35,4.35,4.35,0,6
cpu,4.72,4.72,4.72,1,6
cpu,4.32,4.32,4.32,0,6
cpu,4.63,4.63,4.63,1,6
cpu,4.28,4.28,4.28,0,6
cpu,4.82,4.82,4.82,1,6
cpu,4.28,4.28,4.28,0,6
cpu,4.88,4.88,4.88,1,6
cpu,4.32,4.32,4.32,0,6
cpu,4.89,4.89,4.89,1,6
cpu,4.31,4.31,4.31,0,6
cpu,6.21,6.21,6.21,1,6
cpu,4.21,4.21,4.21,0,6
cpu,4.77,4.77,4.77,1,6
cpu,4.25,4.25,4.25,0,6
cpu,5.02,5.02,5.02,1,6
cpu,4.35,4.35,4.35,0,6
cpu,4.70,4.70,4.70,1,6
cpu,4.32,4.32,4.32,0,6
cpu,4.65,4.65,4.65,1,6
cpu,4.25,4.25,4.25,0,6
cpu,4.80,4.80,4.80,1,6
cpu,4.25,4.25,4.25,0,6
cpu,4.88,4.88,4.88,1,6
cpu,4.35,4.35,4.35,0,6
cpu,4.90,4.90,4.90,1,6
cpu,4.31,4.31,4.31,0,6
cpu,4.81,4.81,4.81,1,6
cpu,4.22,4.22,4.22,0,6
cpu,5.14,5.14,5.14,1,6
cpu,4.26,4.26,4.26,0,6
cpu,4.88,4.88,4.88,1,6
cpu,4.25,4.25,4.25,0,6
cpu,4.81,4.81,4.81,1,6
cpu,4.30,4.30,4.30,0,6
cpu,4.84,4.84,4.84,1,6
cpu,4.25,4.25,4.25,0,6
cpu,4.76,4.76,4.76,1,6
cpu,4.27,4.27,4.27,0,6
cpu,4.81,4.81,4.81,1,6
cpu,4.36,4.36,4.36,0,6
cpu,4.87,4.87,4.87,1,6
cpu,4.32,4.32,4.32,0,6
cpu,4.49,4.49,4.49,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.56,4.56,4.56,1,7
cpu,4.16,4.16,4.16,0,7
cpu,4.43,4.43,4.43,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.13,4.13,4.13,0,7
cpu,4.33,4.33,4.33,1,7
cpu,4.24,4.24,4.24,0,7
cpu,4.45,4.45,4.45,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.39,4.39,4.39,1,7
cpu,4.15,4.15,4.15,0,7
cpu,4.39,4.39,4.39,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.38,4.38,4.38,1,7
cpu,4.16,4.16,4.16,0,7
cpu,4.47,4.47,4.47,1,7
cpu,4.11,4.11,4.11,0,7
cpu,4.38,4.38,4.38,1,7
cpu,4.17,4.17,4.17,0,7
cpu,4.49,4.49,4.49,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.41,4.41,4.41,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.45,4.45,4.45,1,7
cpu,4.18,4.18,4.18,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.13,4.13,4.13,0,7
cpu,4.45,4.45,4.45,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.43,4.43,4.43,1,7
cpu,4.23,4.23,4.23,0,7
cpu,4.47,4.47,4.47,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.52,4.52,4.52,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.40,4.40,4.40,1,7
cpu,4.11,4.11,4.11,0,7
cpu,4.50,4.50,4.50,1,7
cpu,4.18,4.18,4.18,0,7
cpu,4.57,4.57,4.57,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.64,4.64,4.64,1,7
cpu,4.17,4.17,4.17,0,7
cpu,4.38,4.38,4.38,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.17,4.17,4.17,0,7
cpu,4.39,4.39,4.39,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.49,4.49,4.49,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.59,4.59,4.59,1,7
cpu,4.17,4.17,4.17,0,7
cpu,4.37,4.37,4.37,1,7
cpu,4.12,4.12,4.12,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.14,4.14,4.14,0,7
cpu,4.41,4.41,4.41,1,7
cpu,4.26,4.26,4.26,0,7
cpu,4.45,4.45,4.45,1,7
cpu,4.18,4.18,4.18,0,7
cpu,4.37,4.37,4.37,1,7
cpu,4.22,4.22,4.22,0,7
cpu,4.48,4.48,4.48,1,7
cpu,4.12,4.12,4.12,0,7
cpu,4.58,4.58,4.58,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.57,4.57,4.57,1,7
cpu,4.17,4.17,4.17,0,7
cpu,4.32,4.32,4.32,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.37,4.37,4.37,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.58,4.58,4.58,1,7
cpu,4.14,4.14,4.14,0,7
cpu,4.52,4.52,4.52,1,7
cpu,4.13,4.13,4.13,0,7
cpu,4.49,4.49,4.49,1,7
cpu,4.15,4.15,4.15,0,7
cpu,4.49,4.49,4.49,1,7
cpu,4.23,4.23,4.23,0,7
cpu,4.38,4.38,4.38,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.43,4.43,4.43,1,7
cpu,4.23,4.23,4.23,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.14,4.14,4.14,0,7
cpu,4.40,4.40,4.40,1,7
cpu,4.22,4.22,4.22,0,7
cpu,4.53,4.53,4.53,1,7
cpu,4.22,4.22,4.22,0,7
cpu,4.48,4.48,4.48,1,7
cpu,4.18,4.18,4.18,0,7
cpu,4.38,4.38,4.38,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.39,4.39,4.39,1,7
cpu,4.16,4.16,4.16,0,7
cpu,4.46,4.46,4.46,1,7
cpu,4.24,4.24,4.24,0,7
cpu,4.55,4.55,4.55,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.47,4.47,4.47,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.47,4.47,4.47,1,7
cpu,4.25,4.25,4.25,0,7
cpu,4.34,4.34,4.34,1,7
cpu,4.15,4.15,4.15,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.49,4.49,4.49,0,7
cpu,4.51,4.51,4.51,1,7
cpu,4.16,4.16,4.16,0,7
cpu,4.51,4.51,4.51,1,7
cpu,4.12,4.12,4.12,0,7
cpu,4.43,4.43,4.43,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.43,4.43,4.43,1,7
cpu,4.22,4.22,4.22,0,7
cpu,4.47,4.47,4.47,1,7
cpu,4.14,4.14,4.14,0,7
cpu,4.55,4.55,4.55,1,7
cpu,4.25,4.25,4.25,0,7
cpu,4.43,4.43,4.43,1,7
cpu,4.16,4.16,4.16,0,7
cpu,4.52,4.52,4.52,1,7
cpu,4.15,4.15,4.15,0,7
cpu,4.41,4.41,4.41,1,7
cpu,4.14,4.14,4.14,0,7
cpu,4.45,4.45,4.45,1,7
cpu,4.24,4.24,4.24,0,7
cpu,4.56,4.56,4.56,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.45,4.45,4.45,1,7
cpu,4.18,4.18,4.18,0,7
cpu,4.48,4.48,4.48,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.49,4.49,4.49,1,7
cpu,4.16,4.16,4.16,0,7
cpu,4.44,4.44,4.44,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.52,4.52,4.52,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.50,4.50,4.50,1,7
cpu,4.10,4.10,4.10,0,7
cpu,4.62,4.62,4.62,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.57,4.57,4.57,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.67,4.67,4.67,1,7
cpu,4.18,4.18,4.18,0,7
cpu,4.90,4.90,4.90,1,7
cpu,4.14,4.14,4.14,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.18,4.18,4.18,0,7
cpu,4.40,4.40,4.40,1,7
cpu,4.13,4.13,4.13,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.18,4.18,4.18,0,7
cpu,4.40,4.40,4.40,1,7
cpu,4.15,4.15,4.15,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.25,4.25,4.25,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.25,4.25,4.25,0,7
cpu,4.59,4.59,4.59,1,7
cpu,4.23,4.23,4.23,0,7
cpu,4.32,4.32,4.32,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.43,4.43,4.43,1,7
cpu,4.14,4.14,4.14,0,7
cpu,4.42,4.42,4.42,1,7
cpu,4.21,4.21,4.21,0,7
cpu,4.52,4.52,4.52,1,7
cpu,4.23,4.23,4.23,0,7
cpu,4.58,4.58,4.58,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.44,4.44,4.44,1,7
cpu,4.22,4.22,4.22,0,7
cpu,4.40,4.40,4.40,1,7
cpu,4.20,4.20,4.20,0,7
cpu,4.36,4.36,4.36,1,7
cpu,4.15,4.15,4.15,0,7
cpu,4.43,4.43,4.43,1,7
cpu,4.11,4.11,4.11,0,7
cpu,4.43,4.43,4.43,1,7
cpu,4.26,4.26,4.26,0,7
cpu,4.55,4.55,4.55,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.36,4.36,4.36,1,7
cpu,4.17,4.17,4.17,0,7
cpu,4.50,4.50,4.50,1,7
cpu,4.18,4.18,4.18,0,7
cpu,4.50,4.50,4.50,1,7
cpu,4.19,4.19,4.19,0,7
cpu,4.21,4.21,4.21,1,8
cpu,4.11,4.11,4.11,0,8
cpu,5.00,5.00,5.00,1,8
cpu,4.07,4.07,4.07,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.19,4.19,4.19,0,8
cpu,4.22,4.22,4.22,1,8
cpu,4.17,4.17,4.17,0,8
cpu,4.34,4.34,4.34,1,8
cpu,4.11,4.11,4.11,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.07,4.07,4.07,0,8
cpu,4.18,4.18,4.18,1,8
cpu,4.09,4.09,4.09,0,8
cpu,4.33,4.33,4.33,1,8
cpu,4.13,4.13,4.13,0,8
cpu,4.31,4.31,4.31,1,8
cpu,4.09,4.09,4.09,0,8
cpu,4.24,4.24,4.24,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.70,4.70,4.70,1,8
cpu,4.09,4.09,4.09,0,8
cpu,4.33,4.33,4.33,1,8
cpu,4.22,4.22,4.22,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.15,4.15,4.15,0,8
cpu,4.23,4.23,4.23,1,8
cpu,4.12,4.12,4.12,0,8
cpu,4.21,4.21,4.21,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.06,4.06,4.06,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.10,4.10,4.10,0,8
cpu,4.34,4.34,4.34,1,8
cpu,4.12,4.12,4.12,0,8
cpu,4.27,4.27,4.27,1,8
cpu,4.14,4.14,4.14,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.10,4.10,4.10,0,8
cpu,4.20,4.20,4.20,1,8
cpu,4.11,4.11,4.11,0,8
cpu,4.21,4.21,4.21,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.25,4.25,4.25,1,8
cpu,4.14,4.14,4.14,0,8
cpu,4.29,4.29,4.29,1,8
cpu,4.23,4.23,4.23,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.32,4.32,4.32,1,8
cpu,4.18,4.18,4.18,0,8
cpu,4.27,4.27,4.27,1,8
cpu,4.16,4.16,4.16,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.15,4.15,4.15,0,8
cpu,4.22,4.22,4.22,1,8
cpu,4.10,4.10,4.10,0,8
cpu,4.81,4.81,4.81,1,8
cpu,4.13,4.13,4.13,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.31,4.31,4.31,1,8
cpu,4.12,4.12,4.12,0,8
cpu,4.35,4.35,4.35,1,8
cpu,4.10,4.10,4.10,0,8
cpu,4.31,4.31,4.31,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.32,4.32,4.32,1,8
cpu,4.12,4.12,4.12,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.18,4.18,4.18,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.24,4.24,4.24,1,8
cpu,4.11,4.11,4.11,0,8
cpu,4.30,4.30,4.30,1,8
cpu,4.14,4.14,4.14,0,8
cpu,4.34,4.34,4.34,1,8
cpu,4.22,4.22,4.22,0,8
cpu,4.33,4.33,4.33,1,8
cpu,4.12,4.12,4.12,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.15,4.15,4.15,0,8
cpu,4.34,4.34,4.34,1,8
cpu,4.13,4.13,4.13,0,8
cpu,4.35,4.35,4.35,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.10,4.10,4.10,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.12,4.12,4.12,0,8
cpu,4.34,4.34,4.34,1,8
cpu,4.11,4.11,4.11,0,8
cpu,4.27,4.27,4.27,1,8
cpu,4.11,4.11,4.11,0,8
cpu,4.25,4.25,4.25,1,8
cpu,4.22,4.22,4.22,0,8
cpu,4.35,4.35,4.35,1,8
cpu,4.19,4.19,4.19,0,8
cpu,4.21,4.21,4.21,1,8
cpu,4.19,4.19,4.19,0,8
cpu,4.30,4.30,4.30,1,8
cpu,4.15,4.15,4.15,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.07,4.07,4.07,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.11,4.11,4.11,0,8
cpu,4.23,4.23,4.23,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.36,4.36,4.36,1,8
cpu,4.13,4.13,4.13,0,8
cpu,4.27,4.27,4.27,1,8
cpu,4.16,4.16,4.16,0,8
cpu,4.22,4.22,4.22,1,8
cpu,4.19,4.19,4.19,0,8
cpu,4.19,4.19,4.19,1,8
cpu,4.05,4.05,4.05,0,8
cpu,4.31,4.31,4.31,1,8
cpu,4.11,4.11,4.11,0,8
cpu,4.31,4.31,4.31,1,8
cpu,4.17,4.17,4.17,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.10,4.10,4.10,0,8
cpu,4.22,4.22,4.22,1,8
cpu,4.20,4.20,4.20,0,8
cpu,4.23,4.23,4.23,1,8
cpu,4.10,4.10,4.10,0,8
cpu,4.30,4.30,4.30,1,8
cpu,4.14,4.14,4.14,0,8
cpu,4.20,4.20,4.20,1,8
cpu,4.19,4.19,4.19,0,8
cpu,4.39,4.39,4.39,1,8
cpu,4.09,4.09,4.09,0,8
cpu,4.23,4.23,4.23,1,8
cpu,4.14,4.14,4.14,0,8
cpu,4.31,4.31,4.31,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.36,4.36,4.36,1,8
cpu,4.09,4.09,4.09,0,8
cpu,4.35,4.35,4.35,1,8
cpu,4.11,4.11,4.11,0,8
cpu,4.22,4.22,4.22,1,8
cpu,4.06,4.06,4.06,0,8
cpu,4.34,4.34,4.34,1,8
cpu,4.18,4.18,4.18,0,8
cpu,4.23,4.23,4.23,1,8
cpu,4.15,4.15,4.15,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.16,4.16,4.16,0,8
cpu,4.34,4.34,4.34,1,8
cpu,4.14,4.14,4.14,0,8
cpu,4.21,4.21,4.21,1,8
cpu,4.08,4.08,4.08,0,8
cpu,4.32,4.32,4.32,1,8
cpu,4.09,4.09,4.09,0,8
cpu,4.27,4.27,4.27,1,8
cpu,4.17,4.17,4.17,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.20,4.20,4.20,0,8
cpu,4.27,4.27,4.27,1,8
cpu,4.12,4.12,4.12,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.09,4.09,4.09,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.15,4.15,4.15,0,8
cpu,4.33,4.33,4.33,1,8
cpu,4.12,4.12,4.12,0,8
cpu,4.44,4.44,4.44,1,8
cpu,4.10,4.10,4.10,0,8
cpu,4.39,4.39,4.39,1,8
cpu,4.13,4.13,4.13,0,8
cpu,4.27,4.27,4.27,1,8
cpu,4.16,4.16,4.16,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.09,4.09,4.09,0,8
cpu,4.28,4.28,4.28,1,8
cpu,4.13,4.13,4.13,0,8
cpu,4.32,4.32,4.32,1,8
cpu,4.12,4.12,4.12,0,8
cpu,5.43,5.43,5.43,1,8
cpu,4.13,4.13,4.13,0,8
cpu,4.22,4.22,4.22,1,8
cpu,4.19,4.19,4.19,0,8
cpu,4.32,4.32,4.32,1,8
cpu,4.09,4.09,4.09,0,8
cpu,4.34,4.34,4.34,1,8
cpu,4.12,4.12,4.12,0,8
cpu,4.27,4.27,4.27,1,8
cpu,4.10,4.10,4.10,0,8
cpu,4.31,4.31,4.31,1,8
cpu,4.13,4.13,4.13,0,8
cpu,4.38,4.38,4.38,1,8
cpu,4.17,4.17,4.17,0,8
cpu,4.34,4.34,4.34,1,8
cpu,4.13,4.13,4.13,0,8
cpu,4.26,4.26,4.26,1,8
cpu,4.16,4.16,4.16,0,8
cpu,4.25,4.25,4.25,1,8
cpu,4.14,4.14,4.14,0,8
